ProductionEventID,EventTimestamp,DateKey,UnitCode,ShiftKey,ClockHour,HourOfShift,AreaID,ActivityID,Quantity,UnitOfMeasure,EventDurationMinutes,HaulDistanceKm,RoadConditionIndex,CongestionIndex,PayloadTonnes,MaterialType,SourceSystem
P-0014821,2026-08-01 12:00:00,20260801,TR-002,DAY-B,12,6,A01,ACT-HAUL,41.359,t,33.32,1.907,0.901,0.245,41.359,Ore,Pitram-SIM
P-0031413,2026-08-01 12:00:00,20260801,TR-004,DAY-B,12,6,A01,ACT-HAUL,54.802,t,37.31,2.004,0.834,0.184,54.802,Ore,Pitram-SIM
P-0048312,2026-08-01 12:00:00,20260801,TR-006,DAY-B,12,6,A01,ACT-HAUL,37.804,t,33.45,2.35,0.88,0.276,37.804,Ore,Pitram-SIM
P-0082176,2026-08-01 12:00:00,20260801,TR-010,DAY-B,12,6,A01,ACT-HAUL,46.904,t,28.22,1.679,0.941,0.153,46.904,Ore,Pitram-SIM
P-0136179,2026-08-01 12:00:00,20260801,UV-004,DAY-B,12,6,A04,ACT-AUX,1.256,trips,25.28,,,,,,DeswikOps-SIM
P-0120412,2026-08-01 12:30:00,20260801,JD-006,DAY-B,12,6,A02,ACT-DEV,2.086,m,50.71,,,,,,DeswikOps-SIM
P-0111598,2026-08-01 12:30:00,20260801,LH-005,DAY-B,12,6,A01,ACT-LOAD,167.491,t,18.18,0.807,0.881,0.337,167.491,Ore,Pitram-SIM
P-0106439,2026-08-01 12:30:00,20260801,LH-008,DAY-B,12,6,A01,ACT-LOAD,259.311,t,36.92,0.852,0.838,0.438,259.311,Ore,Pitram-SIM
P-0006473,2026-08-01 12:30:00,20260801,TR-001,DAY-B,12,6,A01,ACT-HAUL,42.05,t,34.58,1.944,0.913,0.268,42.05,Ore,Pitram-SIM
P-0014822,2026-08-01 12:30:00,20260801,TR-002,DAY-B,12,6,A01,ACT-HAUL,38.048,t,34.68,2.293,0.733,0.148,38.048,Ore,Pitram-SIM
P-0023170,2026-08-01 12:30:00,20260801,TR-003,DAY-B,12,6,A04,ACT-HAUL,47.041,t,32.33,2.061,0.847,0.193,47.041,Ore,Pitram-SIM
P-0031414,2026-08-01 12:30:00,20260801,TR-004,DAY-B,12,6,A01,ACT-HAUL,47.341,t,31.87,1.935,0.811,0.119,47.341,Ore,Pitram-SIM
P-0132017,2026-08-01 12:30:00,20260801,UV-003,DAY-B,12,6,A04,ACT-AUX,0.828,trips,25.67,,,,,,DeswikOps-SIM
P-0129097,2026-08-01 13:00:00,20260801,BT-002,DAY-B,13,7,A03,ACT-GS,1.056,bolts,39.9,,,,,,DeswikOps-SIM
P-0112712,2026-08-01 13:00:00,20260801,LH-002,DAY-B,13,7,A01,ACT-LOAD,152.831,t,26.91,0.706,0.812,0.152,152.831,Ore,Pitram-SIM
P-0006474,2026-08-01 13:00:00,20260801,TR-001,DAY-B,13,7,A01,ACT-HAUL,52.592,t,31.56,1.724,0.905,0.052,52.592,Ore,Pitram-SIM
P-0014823,2026-08-01 13:00:00,20260801,TR-002,DAY-B,13,7,A01,ACT-HAUL,47.854,t,29.6,2.075,0.811,0.15,47.854,Ore,Pitram-SIM
P-0023171,2026-08-01 13:00:00,20260801,TR-003,DAY-B,13,7,A01,ACT-HAUL,45.419,t,29.98,2.124,0.646,0.233,45.419,Ore,Pitram-SIM
P-0065243,2026-08-01 13:00:00,20260801,TR-008,DAY-B,13,7,A01,ACT-HAUL,40.461,t,28.24,2.173,0.77,0.116,40.461,Ore,Pitram-SIM
P-0130499,2026-08-01 13:30:00,20260801,BT-004,DAY-B,13,7,A03,ACT-GS,1.133,bolts,46.39,,,,,,DeswikOps-SIM
P-0128287,2026-08-01 13:30:00,20260801,BT-005,DAY-B,13,7,A02,ACT-GS,0.791,bolts,49.24,,,,,,DeswikOps-SIM
P-0115997,2026-08-01 13:30:00,20260801,LH-004,DAY-B,13,7,A01,ACT-LOAD,159.072,t,51.59,0.815,0.811,0.216,159.072,Ore,Pitram-SIM
P-0104381,2026-08-01 13:30:00,20260801,LH-007,DAY-B,13,7,A02,ACT-LOAD,206.372,t,26.67,0.675,0.818,0.079,206.372,Ore,Pitram-SIM
P-0006475,2026-08-01 13:30:00,20260801,TR-001,DAY-B,13,7,A01,ACT-HAUL,41.249,t,31.61,2.013,0.855,0.205,41.249,Ore,Pitram-SIM
P-0056670,2026-08-01 13:30:00,20260801,TR-007,DAY-B,13,7,A01,ACT-HAUL,41.674,t,35.16,2.222,1.0,0.279,41.674,Ore,Pitram-SIM
P-0065244,2026-08-01 13:30:00,20260801,TR-008,DAY-B,13,7,A01,ACT-HAUL,49.335,t,31.32,2.123,0.732,0.194,49.335,Ore,Pitram-SIM
P-0056671,2026-08-01 14:00:00,20260801,TR-007,DAY-B,14,8,A01,ACT-HAUL,39.18,t,38.87,2.209,0.587,0.144,39.18,Ore,Pitram-SIM
P-0065245,2026-08-01 14:00:00,20260801,TR-008,DAY-B,14,8,A01,ACT-HAUL,46.232,t,38.1,2.201,0.755,0.465,46.232,Ore,Pitram-SIM
P-0074073,2026-08-01 14:00:00,20260801,TR-009,DAY-B,14,8,A01,ACT-HAUL,41.579,t,28.15,1.769,0.916,0.13,41.579,Ore,Pitram-SIM
P-0129252,2026-08-01 14:30:00,20260801,BT-005,DAY-B,14,8,A03,ACT-GS,0.942,bolts,21.4,,,,,,DeswikOps-SIM
P-0121437,2026-08-01 14:30:00,20260801,JD-001,DAY-B,14,8,A02,ACT-DEV,2.363,m,56.31,,,,,,DeswikOps-SIM
P-0101531,2026-08-01 14:30:00,20260801,LH-001,DAY-B,14,8,A01,ACT-LOAD,173.121,t,34.01,0.424,0.811,0.226,173.121,Ore,Pitram-SIM
P-0105191,2026-08-01 14:30:00,20260801,LH-004,DAY-B,14,8,A04,ACT-LOAD,202.39,t,20.23,0.407,0.849,0.193,202.39,Ore,Pitram-SIM
P-0048313,2026-08-01 14:30:00,20260801,TR-006,DAY-B,14,8,A01,ACT-HAUL,43.525,t,31.28,2.045,0.843,0.141,43.525,Ore,Pitram-SIM
P-0056672,2026-08-01 14:30:00,20260801,TR-007,DAY-B,14,8,A03,ACT-HAUL,49.459,t,26.94,1.876,0.838,0.127,49.459,Ore,Pitram-SIM
P-0065246,2026-08-01 14:30:00,20260801,TR-008,DAY-B,14,8,A01,ACT-HAUL,46.34,t,28.69,2.281,0.915,0.299,46.34,Ore,Pitram-SIM
P-0074074,2026-08-01 14:30:00,20260801,TR-009,DAY-B,14,8,A03,ACT-HAUL,49.819,t,34.57,2.151,0.742,0.323,49.819,Ore,Pitram-SIM
P-0098600,2026-08-01 14:30:00,20260801,TR-012,DAY-B,14,8,A01,ACT-HAUL,43.112,t,43.13,2.251,0.846,0.345,43.112,Ore,Pitram-SIM
P-0123740,2026-08-01 15:00:00,20260801,BT-006,DAY-B,15,9,A03,ACT-GS,1.09,bolts,31.31,,,,,,DeswikOps-SIM
P-0121396,2026-08-01 15:00:00,20260801,JD-004,DAY-B,15,9,A02,ACT-DEV,2.543,m,55.44,,,,,,DeswikOps-SIM
P-0118120,2026-08-01 15:00:00,20260801,LH-004,DAY-B,15,9,A01,ACT-LOAD,227.043,t,38.59,0.585,0.7,0.304,227.043,Ore,Pitram-SIM
P-0023172,2026-08-01 15:00:00,20260801,TR-003,DAY-B,15,9,A01,ACT-HAUL,46.78,t,39.7,2.283,0.694,0.371,46.78,Ore,Pitram-SIM
P-0048314,2026-08-01 15:00:00,20260801,TR-006,DAY-B,15,9,A01,ACT-HAUL,38.188,t,36.37,2.017,0.746,0.436,38.188,Ore,Pitram-SIM
P-0056673,2026-08-01 15:00:00,20260801,TR-007,DAY-B,15,9,A01,ACT-HAUL,58.093,t,32.21,2.086,0.655,0.343,58.093,Ore,Pitram-SIM
P-0074075,2026-08-01 15:00:00,20260801,TR-009,DAY-B,15,9,A01,ACT-HAUL,51.291,t,27.05,1.773,0.703,0.153,51.291,Ore,Pitram-SIM
P-0098601,2026-08-01 15:00:00,20260801,TR-012,DAY-B,15,9,A01,ACT-HAUL,46.427,t,35.58,2.177,0.69,0.141,46.427,Ore,Pitram-SIM
P-0131712,2026-08-01 15:00:00,20260801,UV-002,DAY-B,15,9,A01,ACT-AUX,0.632,trips,41.48,,,,,,DeswikOps-SIM
P-0126253,2026-08-01 15:30:00,20260801,BT-005,DAY-B,15,9,A03,ACT-GS,0.963,bolts,39.21,,,,,,DeswikOps-SIM
P-0104553,2026-08-01 15:30:00,20260801,LH-004,DAY-B,15,9,A01,ACT-LOAD,247.879,t,30.44,0.677,0.89,0.108,247.879,Ore,Pitram-SIM
P-0014824,2026-08-01 15:30:00,20260801,TR-002,DAY-B,15,9,A01,ACT-HAUL,42.97,t,27.6,1.826,0.833,0.246,42.97,Ore,Pitram-SIM
P-0023173,2026-08-01 15:30:00,20260801,TR-003,DAY-B,15,9,A01,ACT-HAUL,52.196,t,31.06,2.267,0.824,0.135,52.196,Ore,Pitram-SIM
P-0048315,2026-08-01 15:30:00,20260801,TR-006,DAY-B,15,9,A01,ACT-HAUL,41.15,t,35.64,2.089,0.769,0.268,41.15,Ore,Pitram-SIM
P-0056674,2026-08-01 15:30:00,20260801,TR-007,DAY-B,15,9,A01,ACT-HAUL,34.158,t,29.8,1.926,0.908,0.143,34.158,Ore,Pitram-SIM
P-0074076,2026-08-01 15:30:00,20260801,TR-009,DAY-B,15,9,A01,ACT-HAUL,49.727,t,30.67,1.926,0.947,0.411,49.727,Ore,Pitram-SIM
P-0098602,2026-08-01 15:30:00,20260801,TR-012,DAY-B,15,9,A04,ACT-HAUL,42.268,t,30.26,2.04,0.815,0.053,42.268,Ore,Pitram-SIM
P-0122148,2026-08-01 16:00:00,20260801,JD-001,DAY-B,16,10,A02,ACT-DEV,2.013,m,65.38,,,,,,DeswikOps-SIM
P-0106560,2026-08-01 16:00:00,20260801,LH-001,DAY-B,16,10,A04,ACT-LOAD,241.277,t,31.65,0.404,0.892,0.186,241.277,Ore,Pitram-SIM
P-0114248,2026-08-01 16:00:00,20260801,LH-002,DAY-B,16,10,A01,ACT-LOAD,268.401,t,19.11,0.574,0.789,0.096,268.401,Ore,Pitram-SIM
P-0113813,2026-08-01 16:00:00,20260801,LH-003,DAY-B,16,10,A01,ACT-LOAD,160.307,t,19.96,0.588,0.913,0.38,160.307,Ore,Pitram-SIM
P-0117751,2026-08-01 16:00:00,20260801,LH-004,DAY-B,16,10,A01,ACT-LOAD,310.613,t,22.29,0.499,0.711,0.18,310.613,Ore,Pitram-SIM
P-0014825,2026-08-01 16:00:00,20260801,TR-002,DAY-B,16,10,A01,ACT-HAUL,42.282,t,29.94,2.118,0.822,0.238,42.282,Ore,Pitram-SIM
P-0023174,2026-08-01 16:00:00,20260801,TR-003,DAY-B,16,10,A01,ACT-HAUL,50.512,t,32.82,1.943,0.683,0.318,50.512,Ore,Pitram-SIM
P-0048316,2026-08-01 16:00:00,20260801,TR-006,DAY-B,16,10,A01,ACT-HAUL,57.602,t,32.41,2.096,0.793,0.293,57.602,Ore,Pitram-SIM
P-0056675,2026-08-01 16:00:00,20260801,TR-007,DAY-B,16,10,A01,ACT-HAUL,48.823,t,30.51,1.938,0.892,0.402,48.823,Ore,Pitram-SIM
P-0098603,2026-08-01 16:00:00,20260801,TR-012,DAY-B,16,10,A02,ACT-HAUL,50.629,t,33.31,2.178,0.871,0.251,50.629,Ore,Pitram-SIM
P-0111640,2026-08-01 16:30:00,20260801,LH-002,DAY-B,16,10,A01,ACT-LOAD,222.243,t,16.23,0.274,0.89,0.182,222.243,Ore,Pitram-SIM
P-0101476,2026-08-01 16:30:00,20260801,LH-004,DAY-B,16,10,A01,ACT-LOAD,162.85,t,33.64,0.903,0.871,0.118,162.85,Ore,Pitram-SIM
P-0014826,2026-08-01 16:30:00,20260801,TR-002,DAY-B,16,10,A01,ACT-HAUL,47.938,t,28.06,2.298,0.9,0.216,47.938,Ore,Pitram-SIM
P-0023175,2026-08-01 16:30:00,20260801,TR-003,DAY-B,16,10,A01,ACT-HAUL,36.089,t,37.88,1.937,0.776,0.777,36.089,Ore,Pitram-SIM
P-0031415,2026-08-01 16:30:00,20260801,TR-004,DAY-B,16,10,A01,ACT-HAUL,42.193,t,35.22,2.21,0.849,0.32,42.193,Ore,Pitram-SIM
P-0048317,2026-08-01 16:30:00,20260801,TR-006,DAY-B,16,10,A01,ACT-HAUL,43.718,t,32.38,2.124,0.682,0.279,43.718,Ore,Pitram-SIM
P-0056676,2026-08-01 16:30:00,20260801,TR-007,DAY-B,16,10,A01,ACT-HAUL,44.033,t,37.69,1.91,0.724,0.712,44.033,Ore,Pitram-SIM
P-0065247,2026-08-01 16:30:00,20260801,TR-008,DAY-B,16,10,A01,ACT-HAUL,45.295,t,39.67,2.063,0.725,0.51,45.295,Ore,Pitram-SIM
P-0098604,2026-08-01 16:30:00,20260801,TR-012,DAY-B,16,10,A01,ACT-HAUL,44.42,t,28.96,1.926,0.735,0.109,44.42,Ore,Pitram-SIM
P-0106857,2026-08-01 17:00:00,20260801,LH-005,DAY-B,17,11,A01,ACT-LOAD,150.637,t,27.17,0.9,0.758,0.309,150.637,Ore,Pitram-SIM
P-0014827,2026-08-01 17:00:00,20260801,TR-002,DAY-B,17,11,A01,ACT-HAUL,54.944,t,37.63,2.158,0.841,0.242,54.944,Ore,Pitram-SIM
P-0023176,2026-08-01 17:00:00,20260801,TR-003,DAY-B,17,11,A01,ACT-HAUL,43.112,t,26.27,1.821,0.834,0.222,43.112,Ore,Pitram-SIM
P-0031416,2026-08-01 17:00:00,20260801,TR-004,DAY-B,17,11,A01,ACT-HAUL,51.247,t,31.36,1.762,0.826,0.396,51.247,Ore,Pitram-SIM
P-0048318,2026-08-01 17:00:00,20260801,TR-006,DAY-B,17,11,A01,ACT-HAUL,40.147,t,30.83,2.288,0.886,0.168,40.147,Ore,Pitram-SIM
P-0056677,2026-08-01 17:00:00,20260801,TR-007,DAY-B,17,11,A01,ACT-HAUL,54.437,t,31.05,1.892,0.793,0.097,54.437,Ore,Pitram-SIM
P-0065248,2026-08-01 17:00:00,20260801,TR-008,DAY-B,17,11,A01,ACT-HAUL,39.59,t,26.8,2.009,0.904,0.144,39.59,Ore,Pitram-SIM
P-0074077,2026-08-01 17:00:00,20260801,TR-009,DAY-B,17,11,A01,ACT-HAUL,44.851,t,28.43,1.888,0.859,0.291,44.851,Ore,Pitram-SIM
P-0098605,2026-08-01 17:00:00,20260801,TR-012,DAY-B,17,11,A01,ACT-HAUL,42.656,t,35.9,2.03,0.862,0.043,42.656,Ore,Pitram-SIM
P-0135049,2026-08-01 17:00:00,20260801,UV-002,DAY-B,17,11,A04,ACT-AUX,1.001,trips,31.55,,,,,,DeswikOps-SIM
P-0101151,2026-08-01 17:30:00,20260801,LH-003,DAY-B,17,11,A02,ACT-LOAD,167.042,t,24.83,1.031,0.97,0.274,167.042,Ore,Pitram-SIM
P-0115227,2026-08-01 17:30:00,20260801,LH-005,DAY-B,17,11,A01,ACT-LOAD,173.823,t,37.25,0.122,0.959,0.154,173.823,Ore,Pitram-SIM
P-0014828,2026-08-01 17:30:00,20260801,TR-002,DAY-B,17,11,A01,ACT-HAUL,44.631,t,36.43,1.869,0.85,0.306,44.631,Ore,Pitram-SIM
P-0023177,2026-08-01 17:30:00,20260801,TR-003,DAY-B,17,11,A01,ACT-HAUL,45.342,t,31.88,2.0,0.781,0.347,45.342,Ore,Pitram-SIM
P-0031417,2026-08-01 17:30:00,20260801,TR-004,DAY-B,17,11,A01,ACT-HAUL,56.209,t,36.82,2.192,0.773,0.274,56.209,Ore,Pitram-SIM
P-0039850,2026-08-01 17:30:00,20260801,TR-005,DAY-B,17,11,A01,ACT-HAUL,46.528,t,28.16,1.929,0.877,0.719,46.528,Ore,Pitram-SIM
P-0048319,2026-08-01 17:30:00,20260801,TR-006,DAY-B,17,11,A01,ACT-HAUL,49.356,t,26.12,2.155,0.747,0.323,49.356,Ore,Pitram-SIM
P-0056678,2026-08-01 17:30:00,20260801,TR-007,DAY-B,17,11,A01,ACT-HAUL,47.71,t,29.3,1.964,0.737,0.104,47.71,Ore,Pitram-SIM
P-0065249,2026-08-01 17:30:00,20260801,TR-008,DAY-B,17,11,A01,ACT-HAUL,38.881,t,32.3,1.964,0.877,0.095,38.881,Ore,Pitram-SIM
P-0074078,2026-08-01 17:30:00,20260801,TR-009,DAY-B,17,11,A01,ACT-HAUL,41.129,t,33.41,2.155,0.642,0.233,41.129,Ore,Pitram-SIM
P-0098606,2026-08-01 17:30:00,20260801,TR-012,DAY-B,17,11,A01,ACT-HAUL,36.919,t,26.13,1.889,0.796,0.213,36.919,Ore,Pitram-SIM
P-0121625,2026-08-01 18:00:00,20260801,JD-005,NIGHT-A,18,0,A02,ACT-DEV,1.699,m,44.62,,,,,,DeswikOps-SIM
P-0109147,2026-08-01 18:00:00,20260801,LH-003,NIGHT-A,18,0,A01,ACT-LOAD,219.306,t,35.03,0.61,0.884,0.194,219.306,Ore,Pitram-SIM
P-0105493,2026-08-01 18:00:00,20260801,LH-005,NIGHT-A,18,0,A04,ACT-LOAD,208.162,t,13.2,0.956,0.876,0.159,208.162,Ore,Pitram-SIM
P-0014829,2026-08-01 18:00:00,20260801,TR-002,NIGHT-A,18,0,A01,ACT-HAUL,42.456,t,34.34,1.76,0.719,0.41,42.456,Ore,Pitram-SIM
P-0023178,2026-08-01 18:00:00,20260801,TR-003,NIGHT-A,18,0,A01,ACT-HAUL,40.875,t,29.95,1.879,0.831,0.203,40.875,Ore,Pitram-SIM
P-0031418,2026-08-01 18:00:00,20260801,TR-004,NIGHT-A,18,0,A03,ACT-HAUL,43.464,t,32.56,1.934,0.783,0.108,43.464,Ore,Pitram-SIM
P-0039851,2026-08-01 18:00:00,20260801,TR-005,NIGHT-A,18,0,A01,ACT-HAUL,39.908,t,32.88,2.136,0.714,0.216,39.908,Ore,Pitram-SIM
P-0056679,2026-08-01 18:00:00,20260801,TR-007,NIGHT-A,18,0,A01,ACT-HAUL,51.237,t,27.8,1.99,0.803,0.26,51.237,Ore,Pitram-SIM
P-0065250,2026-08-01 18:00:00,20260801,TR-008,NIGHT-A,18,0,A01,ACT-HAUL,46.86,t,32.28,2.087,0.855,0.123,46.86,Ore,Pitram-SIM
P-0074079,2026-08-01 18:00:00,20260801,TR-009,NIGHT-A,18,0,A01,ACT-HAUL,54.798,t,32.68,2.006,0.867,0.129,54.798,Ore,Pitram-SIM
P-0082177,2026-08-01 18:00:00,20260801,TR-010,NIGHT-A,18,0,A01,ACT-HAUL,51.143,t,37.8,2.141,0.773,0.413,51.143,Ore,Pitram-SIM
P-0122475,2026-08-01 18:30:00,20260801,JD-001,NIGHT-A,18,0,A02,ACT-DEV,2.386,m,53.84,,,,,,DeswikOps-SIM
P-0109973,2026-08-01 18:30:00,20260801,LH-004,NIGHT-A,18,0,A01,ACT-LOAD,165.354,t,14.08,0.618,0.806,0.256,165.354,Ore,Pitram-SIM
P-0014830,2026-08-01 18:30:00,20260801,TR-002,NIGHT-A,18,0,A01,ACT-HAUL,40.659,t,32.95,2.113,0.838,0.464,40.659,Ore,Pitram-SIM
P-0023179,2026-08-01 18:30:00,20260801,TR-003,NIGHT-A,18,0,A01,ACT-HAUL,44.675,t,34.1,2.113,0.727,0.332,44.675,Ore,Pitram-SIM
P-0031419,2026-08-01 18:30:00,20260801,TR-004,NIGHT-A,18,0,A01,ACT-HAUL,43.521,t,29.59,1.913,0.771,0.307,43.521,Ore,Pitram-SIM
P-0039852,2026-08-01 18:30:00,20260801,TR-005,NIGHT-A,18,0,A01,ACT-HAUL,43.299,t,31.94,1.892,0.772,0.304,43.299,Ore,Pitram-SIM
P-0056680,2026-08-01 18:30:00,20260801,TR-007,NIGHT-A,18,0,A01,ACT-HAUL,38.45,t,38.72,2.172,0.669,0.362,38.45,Ore,Pitram-SIM
P-0082178,2026-08-01 18:30:00,20260801,TR-010,NIGHT-A,18,0,A03,ACT-HAUL,54.754,t,36.32,2.35,0.87,0.154,54.754,Ore,Pitram-SIM
P-0098607,2026-08-01 18:30:00,20260801,TR-012,NIGHT-A,18,0,A01,ACT-HAUL,38.094,t,36.64,2.114,0.721,0.096,38.094,Ore,Pitram-SIM
P-0006476,2026-08-01 19:00:00,20260801,TR-001,NIGHT-A,19,1,A03,ACT-HAUL,51.284,t,36.33,2.233,0.8,0.232,51.284,Ore,Pitram-SIM
P-0014831,2026-08-01 19:00:00,20260801,TR-002,NIGHT-A,19,1,A01,ACT-HAUL,43.474,t,32.6,2.072,1.0,0.25,43.474,Ore,Pitram-SIM
P-0023180,2026-08-01 19:00:00,20260801,TR-003,NIGHT-A,19,1,A01,ACT-HAUL,46.837,t,35.55,2.013,0.793,0.438,46.837,Ore,Pitram-SIM
P-0031420,2026-08-01 19:00:00,20260801,TR-004,NIGHT-A,19,1,A01,ACT-HAUL,46.82,t,30.36,2.128,0.848,0.348,46.82,Ore,Pitram-SIM
P-0039853,2026-08-01 19:00:00,20260801,TR-005,NIGHT-A,19,1,A01,ACT-HAUL,52.212,t,33.59,2.159,0.724,0.506,52.212,Ore,Pitram-SIM
P-0056681,2026-08-01 19:00:00,20260801,TR-007,NIGHT-A,19,1,A01,ACT-HAUL,50.011,t,35.28,2.073,0.784,0.083,50.011,Ore,Pitram-SIM
P-0074080,2026-08-01 19:00:00,20260801,TR-009,NIGHT-A,19,1,A01,ACT-HAUL,42.599,t,32.52,1.682,0.812,0.253,42.599,Ore,Pitram-SIM
P-0082179,2026-08-01 19:00:00,20260801,TR-010,NIGHT-A,19,1,A03,ACT-HAUL,56.161,t,31.01,2.014,0.867,0.287,56.161,Ore,Pitram-SIM
P-0090191,2026-08-01 19:00:00,20260801,TR-011,NIGHT-A,19,1,A01,ACT-HAUL,43.293,t,36.3,2.111,0.764,0.504,43.293,Ore,Pitram-SIM
P-0098608,2026-08-01 19:00:00,20260801,TR-012,NIGHT-A,19,1,A01,ACT-HAUL,42.03,t,37.09,2.018,0.888,0.565,42.03,Ore,Pitram-SIM
P-0119575,2026-08-01 19:30:00,20260801,JD-005,NIGHT-A,19,1,A02,ACT-DEV,1.853,m,76.83,,,,,,DeswikOps-SIM
P-0006477,2026-08-01 19:30:00,20260801,TR-001,NIGHT-A,19,1,A04,ACT-HAUL,45.252,t,27.75,1.65,0.875,0.333,45.252,Ore,Pitram-SIM
P-0014832,2026-08-01 19:30:00,20260801,TR-002,NIGHT-A,19,1,A01,ACT-HAUL,46.451,t,30.75,1.949,0.858,0.097,46.451,Ore,Pitram-SIM
P-0023181,2026-08-01 19:30:00,20260801,TR-003,NIGHT-A,19,1,A01,ACT-HAUL,42.73,t,34.96,2.03,0.877,0.452,42.73,Ore,Pitram-SIM
P-0031421,2026-08-01 19:30:00,20260801,TR-004,NIGHT-A,19,1,A01,ACT-HAUL,42.549,t,36.66,2.307,0.756,0.263,42.549,Ore,Pitram-SIM
P-0039854,2026-08-01 19:30:00,20260801,TR-005,NIGHT-A,19,1,A01,ACT-HAUL,42.71,t,34.26,2.154,0.713,0.194,42.71,Ore,Pitram-SIM
P-0056682,2026-08-01 19:30:00,20260801,TR-007,NIGHT-A,19,1,A01,ACT-HAUL,42.888,t,32.6,1.995,0.65,0.059,42.888,Ore,Pitram-SIM
P-0074081,2026-08-01 19:30:00,20260801,TR-009,NIGHT-A,19,1,A01,ACT-HAUL,48.385,t,33.4,2.172,0.684,0.167,48.385,Ore,Pitram-SIM
P-0082180,2026-08-01 19:30:00,20260801,TR-010,NIGHT-A,19,1,A01,ACT-HAUL,42.022,t,30.01,1.83,0.737,0.415,42.022,Ore,Pitram-SIM
P-0090192,2026-08-01 19:30:00,20260801,TR-011,NIGHT-A,19,1,A01,ACT-HAUL,47.17,t,31.89,1.771,0.741,0.017,47.17,Ore,Pitram-SIM
P-0133009,2026-08-01 19:30:00,20260801,UV-003,NIGHT-A,19,1,A04,ACT-AUX,0.767,trips,30.16,,,,,,DeswikOps-SIM
P-0130563,2026-08-01 20:00:00,20260801,BT-003,NIGHT-A,20,2,A03,ACT-GS,0.921,bolts,25.95,,,,,,DeswikOps-SIM
P-0006478,2026-08-01 20:00:00,20260801,TR-001,NIGHT-A,20,2,A04,ACT-HAUL,44.463,t,41.42,2.157,0.778,0.257,44.463,Ore,Pitram-SIM
P-0014833,2026-08-01 20:00:00,20260801,TR-002,NIGHT-A,20,2,A02,ACT-HAUL,47.835,t,30.88,2.056,0.81,0.122,47.835,Ore,Pitram-SIM
P-0023182,2026-08-01 20:00:00,20260801,TR-003,NIGHT-A,20,2,A01,ACT-HAUL,36.149,t,28.12,1.959,0.804,0.146,36.149,Ore,Pitram-SIM
P-0031422,2026-08-01 20:00:00,20260801,TR-004,NIGHT-A,20,2,A01,ACT-HAUL,44.694,t,30.6,2.06,0.904,0.25,44.694,Ore,Pitram-SIM
P-0039855,2026-08-01 20:00:00,20260801,TR-005,NIGHT-A,20,2,A01,ACT-HAUL,41.075,t,33.17,1.86,0.801,0.404,41.075,Ore,Pitram-SIM
P-0056683,2026-08-01 20:00:00,20260801,TR-007,NIGHT-A,20,2,A01,ACT-HAUL,44.677,t,29.86,1.947,0.877,0.374,44.677,Ore,Pitram-SIM
P-0065251,2026-08-01 20:00:00,20260801,TR-008,NIGHT-A,20,2,A01,ACT-HAUL,40.802,t,31.46,1.903,0.835,0.181,40.802,Ore,Pitram-SIM
P-0074082,2026-08-01 20:00:00,20260801,TR-009,NIGHT-A,20,2,A01,ACT-HAUL,51.592,t,31.0,2.228,0.939,0.225,51.592,Ore,Pitram-SIM
P-0090193,2026-08-01 20:00:00,20260801,TR-011,NIGHT-A,20,2,A01,ACT-HAUL,37.054,t,32.83,2.116,0.865,0.468,37.054,Ore,Pitram-SIM
P-0098609,2026-08-01 20:00:00,20260801,TR-012,NIGHT-A,20,2,A01,ACT-HAUL,48.873,t,30.89,1.816,0.855,0.256,48.873,Ore,Pitram-SIM
P-0135018,2026-08-01 20:00:00,20260801,UV-003,NIGHT-A,20,2,A04,ACT-AUX,0.868,trips,51.78,,,,,,DeswikOps-SIM
P-0133406,2026-08-01 20:00:00,20260801,UV-004,NIGHT-A,20,2,A04,ACT-AUX,1.142,trips,27.07,,,,,,DeswikOps-SIM
P-0119142,2026-08-01 20:30:00,20260801,JD-004,NIGHT-A,20,2,A02,ACT-DEV,1.735,m,53.43,,,,,,DeswikOps-SIM
P-0103780,2026-08-01 20:30:00,20260801,LH-007,NIGHT-A,20,2,A01,ACT-LOAD,145.507,t,31.05,1.089,0.764,0.253,145.507,Ore,Pitram-SIM
P-0006479,2026-08-01 20:30:00,20260801,TR-001,NIGHT-A,20,2,A01,ACT-HAUL,35.514,t,27.93,1.652,0.784,0.385,35.514,Ore,Pitram-SIM
P-0014834,2026-08-01 20:30:00,20260801,TR-002,NIGHT-A,20,2,A01,ACT-HAUL,41.738,t,36.29,1.863,0.758,0.623,41.738,Ore,Pitram-SIM
P-0023183,2026-08-01 20:30:00,20260801,TR-003,NIGHT-A,20,2,A01,ACT-HAUL,41.652,t,36.74,2.023,0.712,0.347,41.652,Ore,Pitram-SIM
P-0031423,2026-08-01 20:30:00,20260801,TR-004,NIGHT-A,20,2,A01,ACT-HAUL,57.036,t,29.06,1.842,0.736,0.165,57.036,Ore,Pitram-SIM
P-0039856,2026-08-01 20:30:00,20260801,TR-005,NIGHT-A,20,2,A01,ACT-HAUL,52.488,t,29.13,1.827,0.724,0.238,52.488,Ore,Pitram-SIM
P-0056684,2026-08-01 20:30:00,20260801,TR-007,NIGHT-A,20,2,A04,ACT-HAUL,51.059,t,41.46,2.171,0.796,0.366,51.059,Ore,Pitram-SIM
