FailureID,FailureTimestamp,DateKey,UnitCode,ComponentID,FailureMode,WorkOrderID,RepairStart,RepairEnd,ActiveRepairHours,LogisticsWaitHours,TotalDownHours,SMUHours,FailureCode,SourceSystem
F-002204,2026-03-31 14:00:00,20260331,JD-004,CMP-HYD,Main pump failure,WO-004491,2026-03-31 14:47:49,2026-04-01 01:14:32,10.45,0.8,11.24,10477.4,HYD-85,CMMS-SIM
F-002205,2026-04-03 02:00:00,20260403,JD-004,CMP-ELE,Lighting circuit fault,WO-004492,2026-04-03 03:16:01,2026-04-03 14:09:17,10.89,1.27,12.15,10532.7,ELE-57,CMMS-SIM
F-002206,2026-04-08 04:30:00,20260408,JD-004,CMP-BRK,Brake pressure fault,WO-004495,2026-04-08 05:01:02,2026-04-08 08:37:46,3.61,0.52,4.13,10545.5,BRK-21,CMMS-SIM
F-002207,2026-04-09 22:00:00,20260409,JD-004,CMP-ELE,Harness damage,WO-004497,2026-04-09 22:06:49,2026-04-10 07:30:45,9.4,0.11,9.51,10585.8,ELE-69,CMMS-SIM
F-002208,2026-04-10 11:00:00,20260410,JD-004,CMP-ELE,Harness damage,WO-004498,2026-04-10 12:25:46,2026-04-10 21:17:10,8.86,1.43,10.29,10669.9,ELE-23,CMMS-SIM
F-002209,2026-04-12 07:00:00,20260412,JD-004,CMP-ELE,Lighting circuit fault,WO-004500,2026-04-12 07:54:47,2026-04-12 12:55:41,5.01,0.91,5.93,10758.9,ELE-74,CMMS-SIM
F-002210,2026-04-14 03:30:00,20260414,JD-004,CMP-BRK,Brake pressure fault,WO-004503,2026-04-14 06:38:36,2026-04-14 13:06:46,6.47,3.14,9.61,10811.0,BRK-85,CMMS-SIM
F-002211,2026-04-15 07:00:00,20260415,JD-004,CMP-TYR,Sidewall damage,WO-004504,2026-04-15 07:54:29,2026-04-15 11:29:52,3.59,0.91,4.5,10822.0,TYR-79,CMMS-SIM
F-002212,2026-04-28 21:30:00,20260428,JD-004,CMP-ELE,Lighting circuit fault,WO-004507,2026-04-28 22:23:21,2026-04-29 04:16:36,5.89,0.89,6.78,10856.3,ELE-71,CMMS-SIM
F-002213,2026-05-02 23:30:00,20260502,JD-004,CMP-OTH,Other mechanical fault,WO-004508,2026-05-02 23:44:31,2026-05-03 01:08:12,1.39,0.24,1.64,10912.2,OTH-60,CMMS-SIM
F-002214,2026-05-05 06:30:00,20260505,JD-004,CMP-HYD,Hose burst,WO-004510,2026-05-05 08:15:17,2026-05-05 14:02:36,5.79,1.75,7.54,10947.3,HYD-88,CMMS-SIM
F-002215,2026-05-07 14:30:00,20260507,JD-004,CMP-HYD,Hose burst,WO-004512,2026-05-07 17:18:11,2026-05-07 23:40:00,6.36,2.8,9.17,11019.3,HYD-74,CMMS-SIM
F-002216,2026-05-21 02:00:00,20260521,JD-004,CMP-ENG,Cooling issue,WO-004520,2026-05-21 02:33:04,2026-05-21 07:36:08,5.05,0.55,5.6,11050.4,ENG-01,CMMS-SIM
F-002217,2026-05-25 11:30:00,20260525,JD-004,CMP-TYR,Track tension failure,WO-004525,2026-05-25 13:32:25,2026-05-25 18:23:59,4.86,2.04,6.9,11060.4,TYR-22,CMMS-SIM
F-002218,2026-05-27 16:00:00,20260527,JD-004,CMP-ELE,Harness damage,WO-004526,2026-05-27 18:17:47,2026-05-28 11:51:18,17.56,2.3,19.86,11109.9,ELE-58,CMMS-SIM
F-002219,2026-05-28 17:00:00,20260528,JD-004,CMP-HYD,Boom cylinder seal leak,WO-004527,2026-05-28 17:14:43,2026-05-28 20:01:40,2.78,0.25,3.03,11188.2,HYD-35,CMMS-SIM
F-002220,2026-05-31 09:30:00,20260531,JD-004,CMP-HYD,Valve block leak,WO-004528,2026-05-31 12:32:36,2026-05-31 20:09:09,7.61,3.04,10.65,11229.5,HYD-28,CMMS-SIM
F-002221,2026-06-02 05:00:00,20260602,JD-004,CMP-HYD,Hose burst,WO-004529,2026-06-02 08:18:48,2026-06-02 11:51:05,3.54,3.31,6.85,11312.7,HYD-16,CMMS-SIM
F-002222,2026-06-05 21:00:00,20260605,JD-004,CMP-HYD,Hose burst,WO-004531,2026-06-05 22:05:10,2026-06-06 07:37:42,9.54,1.09,10.63,11360.7,HYD-53,CMMS-SIM
F-002223,2026-06-06 23:00:00,20260606,JD-004,CMP-ELE,Sensor failure,WO-004532,2026-06-07 00:29:37,2026-06-07 02:45:47,2.27,1.49,3.76,11423.4,ELE-43,CMMS-SIM
F-002224,2026-06-16 10:00:00,20260616,JD-004,CMP-ELE,Starter fault,WO-004534,2026-06-16 11:00:40,2026-06-16 12:56:09,1.92,1.01,2.94,11473.9,ELE-47,CMMS-SIM
F-002225,2026-06-29 07:00:00,20260629,JD-004,CMP-HYD,Hose burst,WO-004541,2026-06-29 12:48:03,2026-06-29 17:17:17,4.49,5.8,10.29,11563.5,HYD-36,CMMS-SIM
F-002226,2026-07-07 16:00:00,20260707,JD-004,CMP-HYD,Boom cylinder seal leak,WO-004546,2026-07-07 17:36:54,2026-07-08 03:59:42,10.38,1.62,12.0,11579.9,HYD-64,CMMS-SIM
F-002227,2026-07-08 14:30:00,20260708,JD-004,CMP-HYD,Valve block leak,WO-004547,2026-07-08 14:56:52,2026-07-08 17:40:56,2.73,0.45,3.18,11616.9,HYD-07,CMMS-SIM
F-002228,2026-07-09 00:00:00,20260709,JD-004,CMP-HYD,Valve block leak,WO-004548,2026-07-09 00:27:47,2026-07-09 02:05:31,1.63,0.46,2.09,11654.9,HYD-05,CMMS-SIM
F-002229,2026-07-18 02:00:00,20260718,JD-004,CMP-HYD,Boom cylinder seal leak,WO-004550,2026-07-18 04:33:49,2026-07-18 13:19:22,8.76,2.56,11.32,11685.8,HYD-77,CMMS-SIM
F-002230,2026-07-22 12:30:00,20260722,JD-004,CMP-HYD,Boom cylinder seal leak,WO-004552,2026-07-22 16:27:28,2026-07-22 23:03:57,6.61,3.96,10.57,11748.8,HYD-39,CMMS-SIM
F-002231,2026-07-28 18:00:00,20260728,JD-004,CMP-TYR,Tyre change,WO-004553,2026-07-28 20:08:07,2026-07-28 23:11:47,3.06,2.14,5.2,11788.0,TYR-44,CMMS-SIM
F-002232,2026-08-04 03:30:00,20260804,JD-004,CMP-HYD,Hose burst,WO-004559,2026-08-04 04:12:23,2026-08-04 11:13:20,7.02,0.71,7.72,11820.1,HYD-63,CMMS-SIM
F-002233,2026-08-06 01:30:00,20260806,JD-004,CMP-ELE,Starter fault,WO-004560,2026-08-06 02:40:18,2026-08-06 16:53:20,14.22,1.17,15.39,11889.4,ELE-98,CMMS-SIM
F-002234,2026-08-18 06:00:00,20260818,JD-004,CMP-HYD,Boom cylinder seal leak,WO-004567,2026-08-18 10:15:09,2026-08-19 00:25:20,14.17,4.25,18.42,11933.3,HYD-77,CMMS-SIM
F-002235,2026-09-01 17:30:00,20260901,JD-004,CMP-HYD,Boom cylinder seal leak,WO-004570,2026-09-01 18:19:52,2026-09-02 00:55:02,6.59,0.83,7.42,11960.5,HYD-34,CMMS-SIM
F-002236,2026-09-03 09:00:00,20260903,JD-004,CMP-ELE,Sensor failure,WO-004571,2026-09-03 09:42:20,2026-09-03 15:08:22,5.43,0.71,6.14,11976.5,ELE-15,CMMS-SIM
F-002237,2026-09-18 00:30:00,20260918,JD-004,CMP-ELE,Lighting circuit fault,WO-004572,2026-09-18 02:26:59,2026-09-18 15:04:19,12.62,1.95,14.57,11998.6,ELE-46,CMMS-SIM
F-002238,2025-10-03 19:30:00,20251003,JD-005,CMP-HYD,Main pump failure,WO-004574,2025-10-03 19:40:46,2025-10-04 01:17:15,5.61,0.18,5.79,8014.1,HYD-68,CMMS-SIM
F-002239,2025-10-04 19:00:00,20251004,JD-005,CMP-SVC,Service-related defect,WO-004575,2025-10-04 20:25:02,2025-10-05 02:08:21,5.72,1.42,7.14,8032.6,SVC-22,CMMS-SIM
F-002240,2025-10-08 22:00:00,20251008,JD-005,CMP-ELE,Starter fault,WO-004578,2025-10-08 23:46:55,2025-10-09 03:44:36,3.96,1.78,5.74,8084.1,ELE-44,CMMS-SIM
F-002241,2025-10-10 07:30:00,20251010,JD-005,CMP-HYD,Boom cylinder seal leak,WO-004579,2025-10-10 08:27:41,2025-10-10 13:19:45,4.87,0.96,5.83,8103.1,HYD-19,CMMS-SIM
F-002242,2025-10-11 06:00:00,20251011,JD-005,CMP-HYD,Valve block leak,WO-004581,2025-10-11 07:53:07,2025-10-11 13:53:50,6.01,1.89,7.9,8141.7,HYD-14,CMMS-SIM
F-002243,2025-10-13 02:00:00,20251013,JD-005,CMP-TYR,Tyre change,WO-004583,2025-10-13 03:39:26,2025-10-13 12:06:17,8.45,1.66,10.1,8198.6,TYR-16,CMMS-SIM
F-002244,2025-10-16 03:30:00,20251016,JD-005,CMP-ELE,Lighting circuit fault,WO-004587,2025-10-16 04:50:23,2025-10-16 12:49:18,7.98,1.34,9.32,8251.6,ELE-76,CMMS-SIM
F-002245,2025-10-18 13:00:00,20251018,JD-005,CMP-HYD,Main pump failure,WO-004590,2025-10-18 17:14:50,2025-10-19 02:30:10,9.26,4.25,13.5,8340.2,HYD-25,CMMS-SIM
F-002246,2025-10-22 17:30:00,20251022,JD-005,CMP-TYR,Tyre change,WO-004592,2025-10-22 18:55:41,2025-10-23 03:46:10,8.84,1.43,10.27,8368.8,TYR-33,CMMS-SIM
F-002247,2025-10-28 02:00:00,20251028,JD-005,CMP-BRK,Brake wear alarm,WO-004596,2025-10-28 03:46:24,2025-10-28 10:32:34,6.77,1.77,8.54,8381.3,BRK-30,CMMS-SIM
F-002248,2025-11-04 21:30:00,20251104,JD-005,CMP-TYR,Track tension failure,WO-004604,2025-11-04 22:27:27,2025-11-05 04:16:19,5.81,0.96,6.77,8444.1,TYR-66,CMMS-SIM
F-002249,2025-11-08 05:00:00,20251108,JD-005,CMP-SVC,Service-related defect,WO-004605,2025-11-08 08:04:46,2025-11-08 10:58:49,2.9,3.08,5.98,8495.5,SVC-19,CMMS-SIM
F-002250,2025-11-15 07:30:00,20251115,JD-005,CMP-ELE,Harness damage,WO-004609,2025-11-15 10:28:52,2025-11-15 14:59:42,4.51,2.98,7.5,8569.4,ELE-76,CMMS-SIM
F-002251,2025-11-17 22:30:00,20251117,JD-005,CMP-HYD,Boom cylinder seal leak,WO-004612,2025-11-18 01:07:32,2025-11-18 08:33:51,7.44,2.63,10.06,8642.0,HYD-38,CMMS-SIM
F-002252,2025-11-20 08:00:00,20251120,JD-005,CMP-ELE,Lighting circuit fault,WO-004616,2025-11-20 10:06:57,2025-11-20 20:59:28,10.88,2.12,12.99,8725.4,ELE-30,CMMS-SIM
F-002253,2025-11-21 18:00:00,20251121,JD-005,CMP-HYD,Valve block leak,WO-004618,2025-11-21 21:56:16,2025-11-22 01:58:39,4.04,3.94,7.98,8784.9,HYD-84,CMMS-SIM
F-002254,2025-11-23 15:00:00,20251123,JD-005,CMP-HYD,Hose burst,WO-004620,2025-11-23 19:14:37,2025-11-24 12:14:19,16.99,4.24,21.24,8861.2,HYD-65,CMMS-SIM
F-002255,2025-11-28 07:30:00,20251128,JD-005,CMP-HYD,Main pump failure,WO-004622,2025-11-28 09:28:23,2025-11-28 16:57:31,7.49,1.97,9.46,8950.3,HYD-22,CMMS-SIM
F-002256,2025-11-30 05:00:00,20251130,JD-005,CMP-BRK,Brake wear alarm,WO-004625,2025-11-30 06:40:15,2025-11-30 09:20:39,2.67,1.67,4.34,8970.5,BRK-13,CMMS-SIM
F-002257,2025-12-04 09:00:00,20251204,JD-005,CMP-TYR,Track tension failure,WO-004631,2025-12-04 11:40:46,2025-12-04 14:30:38,2.83,2.68,5.51,9034.9,TYR-28,CMMS-SIM
F-002258,2025-12-06 11:30:00,20251206,JD-005,CMP-ENG,Cooling issue,WO-004634,2025-12-06 14:46:00,2025-12-06 20:30:15,5.74,3.27,9.0,9061.3,ENG-60,CMMS-SIM
F-002259,2025-12-13 07:00:00,20251213,JD-005,CMP-ELE,Sensor failure,WO-004636,2025-12-13 07:25:40,2025-12-13 18:29:29,11.06,0.43,11.49,9145.8,ELE-36,CMMS-SIM
F-002260,2025-12-19 14:30:00,20251219,JD-005,CMP-BRK,Brake wear alarm,WO-004638,2025-12-19 15:23:05,2025-12-19 18:54:19,3.52,0.88,4.41,9180.3,BRK-66,CMMS-SIM
F-002261,2025-12-19 23:00:00,20251219,JD-005,CMP-BRK,Brake pressure fault,WO-004639,2025-12-20 00:02:00,2025-12-20 08:39:49,8.63,1.03,9.66,9191.9,BRK-94,CMMS-SIM
F-002262,2025-12-22 11:30:00,20251222,JD-005,CMP-ELE,Sensor failure,WO-004640,2025-12-22 15:17:13,2025-12-23 02:43:13,11.43,3.79,15.22,9231.7,ELE-09,CMMS-SIM
F-002263,2025-12-23 07:00:00,20251223,JD-005,CMP-ELE,Harness damage,WO-004641,2025-12-23 08:38:21,2025-12-23 19:23:17,10.75,1.64,12.39,9264.2,ELE-67,CMMS-SIM
F-002264,2025-12-24 07:00:00,20251224,JD-005,CMP-SVC,Service-related defect,WO-004642,2025-12-24 08:07:35,2025-12-24 12:51:37,4.73,1.13,5.86,9300.8,SVC-89,CMMS-SIM
F-002265,2025-12-27 09:00:00,20251227,JD-005,CMP-ENG,Cooling issue,WO-004644,2025-12-27 10:24:55,2025-12-27 18:59:17,8.57,1.42,9.99,9361.0,ENG-80,CMMS-SIM
F-002266,2026-01-07 15:30:00,20260107,JD-005,CMP-TYR,Tyre change,WO-004653,2026-01-07 21:37:48,2026-01-08 01:22:29,3.74,6.13,9.87,9421.3,TYR-56,CMMS-SIM
F-002267,2026-01-11 10:30:00,20260111,JD-005,CMP-ELE,Sensor failure,WO-004656,2026-01-11 12:02:40,2026-01-11 22:26:08,10.39,1.54,11.94,9510.8,ELE-17,CMMS-SIM
F-002268,2026-01-16 06:30:00,20260116,JD-005,CMP-ELE,Harness damage,WO-004661,2026-01-16 11:26:18,2026-01-16 15:17:27,3.85,4.94,8.79,9547.4,ELE-11,CMMS-SIM
F-002269,2026-01-17 01:30:00,20260117,JD-005,CMP-HYD,Boom cylinder seal leak,WO-004662,2026-01-17 04:12:51,2026-01-17 08:21:58,4.15,2.71,6.87,9631.4,HYD-02,CMMS-SIM
F-002270,2026-01-21 15:30:00,20260121,JD-005,CMP-TYR,Sidewall damage,WO-004666,2026-01-21 19:10:35,2026-01-21 22:44:23,3.56,3.68,7.24,9689.1,TYR-52,CMMS-SIM
F-002271,2026-01-23 12:30:00,20260123,JD-005,CMP-HYD,Boom cylinder seal leak,WO-004668,2026-01-23 14:34:17,2026-01-24 03:59:24,13.42,2.07,15.49,9773.5,HYD-10,CMMS-SIM
F-002272,2026-01-23 21:00:00,20260123,JD-005,CMP-ENG,Cooling issue,WO-004669,2026-01-23 21:50:29,2026-01-24 00:52:14,3.03,0.84,3.87,9858.7,ENG-15,CMMS-SIM
F-002273,2026-01-29 09:00:00,20260129,JD-005,CMP-ENG,Turbo fault,WO-004673,2026-01-29 10:19:39,2026-01-30 00:08:31,13.81,1.33,15.14,9905.0,ENG-44,CMMS-SIM
F-002274,2026-02-07 21:00:00,20260207,JD-005,CMP-TYR,Track tension failure,WO-004680,2026-02-07 23:29:22,2026-02-08 06:55:33,7.44,2.49,9.93,9983.5,TYR-34,CMMS-SIM
F-002275,2026-02-09 09:00:00,20260209,JD-005,CMP-HYD,Valve block leak,WO-004682,2026-02-09 11:28:27,2026-02-09 17:06:45,5.64,2.47,8.11,10023.5,HYD-02,CMMS-SIM
F-002276,2026-02-11 23:00:00,20260211,JD-005,CMP-HYD,Valve block leak,WO-004684,2026-02-12 01:23:38,2026-02-12 03:46:09,2.38,2.39,4.77,10095.0,HYD-27,CMMS-SIM
F-002277,2026-02-14 01:00:00,20260214,JD-005,CMP-HYD,Valve block leak,WO-004687,2026-02-14 02:43:39,2026-02-14 12:08:28,9.41,1.73,11.14,10122.2,HYD-24,CMMS-SIM
F-002278,2026-02-20 15:00:00,20260220,JD-005,CMP-ELE,Sensor failure,WO-004690,2026-02-20 17:28:44,2026-02-20 20:26:39,2.97,2.48,5.44,10190.5,ELE-38,CMMS-SIM
F-002279,2026-02-21 23:00:00,20260221,JD-005,CMP-TYR,Sidewall damage,WO-004693,2026-02-22 01:35:16,2026-02-22 09:05:59,7.51,2.59,10.1,10255.0,TYR-91,CMMS-SIM
F-002280,2026-02-23 07:00:00,20260223,JD-005,CMP-ELE,Lighting circuit fault,WO-004695,2026-02-23 09:00:36,2026-02-23 21:25:28,12.41,2.01,14.42,10318.4,ELE-46,CMMS-SIM
F-002281,2026-02-24 15:30:00,20260224,JD-005,CMP-ELE,Harness damage,WO-004696,2026-02-24 16:51:59,2026-02-24 23:33:26,6.69,1.37,8.06,10362.6,ELE-22,CMMS-SIM
F-002282,2026-02-25 10:30:00,20260225,JD-005,CMP-HYD,Hose burst,WO-004697,2026-02-25 11:19:06,2026-02-25 17:35:09,6.27,0.82,7.09,10450.3,HYD-27,CMMS-SIM
F-002283,2026-02-28 01:30:00,20260228,JD-005,CMP-TYR,Sidewall damage,WO-004699,2026-02-28 04:54:30,2026-02-28 10:57:14,6.05,3.41,9.45,10536.3,TYR-85,CMMS-SIM
F-002284,2026-03-06 15:00:00,20260306,JD-005,CMP-HYD,Hose burst,WO-004701,2026-03-06 17:33:13,2026-03-06 20:39:07,3.1,2.55,5.65,10605.1,HYD-32,CMMS-SIM
F-002285,2026-03-09 05:30:00,20260309,JD-005,CMP-HYD,Boom cylinder seal leak,WO-004703,2026-03-09 08:51:34,2026-03-09 10:09:26,1.3,3.36,4.66,10616.8,HYD-51,CMMS-SIM
F-002286,2026-03-13 11:00:00,20260313,JD-005,CMP-ELE,Harness damage,WO-004706,2026-03-13 13:38:33,2026-03-13 20:23:07,6.74,2.64,9.39,10656.8,ELE-13,CMMS-SIM
F-002287,2026-03-15 03:30:00,20260315,JD-005,CMP-ENG,Turbo fault,WO-004709,2026-03-15 04:26:57,2026-03-15 10:52:30,6.43,0.95,7.38,10667.2,ENG-53,CMMS-SIM
F-002288,2026-03-15 09:30:00,20260315,JD-005,CMP-HYD,Boom cylinder seal leak,WO-004710,2026-03-15 11:21:02,2026-03-15 17:06:05,5.75,1.85,7.6,10731.0,HYD-47,CMMS-SIM
F-002289,2026-03-17 13:00:00,20260317,JD-005,CMP-ELE,Harness damage,WO-004713,2026-03-17 13:43:11,2026-03-17 16:47:16,3.07,0.72,3.79,10778.0,ELE-84,CMMS-SIM
F-002290,2026-03-19 13:30:00,20260319,JD-005,CMP-BRK,Brake pressure fault,WO-004715,2026-03-19 15:32:18,2026-03-20 01:52:59,10.34,2.04,12.38,10822.1,BRK-52,CMMS-SIM
F-002291,2026-03-21 19:00:00,20260321,JD-005,CMP-TRN,Torque converter issue,WO-004716,2026-03-21 19:21:33,2026-03-21 23:21:12,3.99,0.36,4.35,10885.0,TRN-52,CMMS-SIM
F-002292,2026-03-22 21:00:00,20260322,JD-005,CMP-ELE,Harness damage,WO-004719,2026-03-22 21:11:05,2026-03-23 01:58:08,4.78,0.18,4.97,10972.6,ELE-18,CMMS-SIM
F-002293,2026-04-03 18:00:00,20260403,JD-005,CMP-SVC,Service-related defect,WO-004728,2026-04-03 19:03:58,2026-04-03 22:19:40,3.26,1.07,4.33,11004.6,SVC-66,CMMS-SIM
F-002294,2026-04-05 07:30:00,20260405,JD-005,CMP-ELE,Harness damage,WO-004729,2026-04-05 09:57:06,2026-04-05 12:54:16,2.95,2.45,5.4,11070.3,ELE-19,CMMS-SIM
F-002295,2026-04-09 07:30:00,20260409,JD-005,CMP-HYD,Valve block leak,WO-004730,2026-04-09 10:26:22,2026-04-09 16:08:36,5.7,2.94,8.64,11082.9,HYD-58,CMMS-SIM
F-002296,2026-04-17 17:30:00,20260417,JD-005,CMP-TYR,Tyre change,WO-004735,2026-04-17 17:40:51,2026-04-18 01:31:44,7.85,0.18,8.03,11107.6,TYR-97,CMMS-SIM
F-002297,2026-04-23 05:30:00,20260423,JD-005,CMP-HYD,Boom cylinder seal leak,WO-004740,2026-04-23 06:21:34,2026-04-23 08:17:26,1.93,0.86,2.79,11171.2,HYD-90,CMMS-SIM
F-002298,2026-04-25 03:00:00,20260425,JD-005,CMP-TYR,Tyre change,WO-004743,2026-04-25 03:35:34,2026-04-25 07:36:42,4.02,0.59,4.61,11248.4,TYR-33,CMMS-SIM
F-002299,2026-04-28 18:30:00,20260428,JD-005,CMP-HYD,Boom cylinder seal leak,WO-004744,2026-04-28 20:03:06,2026-04-29 00:20:54,4.3,1.55,5.85,11330.5,HYD-72,CMMS-SIM
F-002300,2026-04-30 01:30:00,20260430,JD-005,CMP-HYD,Hose burst,WO-004745,2026-04-30 04:45:52,2026-04-30 10:05:11,5.32,3.26,8.59,11348.4,HYD-01,CMMS-SIM
F-002301,2026-05-06 01:30:00,20260506,JD-005,CMP-TYR,Tyre change,WO-004750,2026-05-06 02:56:24,2026-05-06 14:24:11,11.46,1.44,12.9,11433.9,TYR-86,CMMS-SIM
F-002302,2026-05-20 01:30:00,20260520,JD-005,CMP-ELE,Lighting circuit fault,WO-004756,2026-05-20 02:52:17,2026-05-20 09:44:35,6.87,1.37,8.24,11480.2,ELE-07,CMMS-SIM
F-002303,2026-05-21 03:00:00,20260521,JD-005,CMP-TRN,Torque converter issue,WO-004758,2026-05-21 03:26:15,2026-05-21 17:03:36,13.62,0.44,14.06,11547.2,TRN-21,CMMS-SIM
F-002304,2026-05-22 17:30:00,20260522,JD-005,CMP-HYD,Main pump failure,WO-004760,2026-05-22 17:47:02,2026-05-23 00:28:13,6.69,0.28,6.97,11590.1,HYD-35,CMMS-SIM
F-002305,2026-05-23 13:30:00,20260523,JD-005,CMP-HYD,Boom cylinder seal leak,WO-004761,2026-05-23 14:41:08,2026-05-23 20:01:11,5.33,1.19,6.52,11631.3,HYD-86,CMMS-SIM
F-002306,2026-05-30 14:30:00,20260530,JD-005,CMP-ELE,Starter fault,WO-004764,2026-05-30 15:54:24,2026-05-30 21:35:09,5.68,1.41,7.09,11642.5,ELE-73,CMMS-SIM
F-002307,2026-06-04 20:00:00,20260604,JD-005,CMP-TYR,Track tension failure,WO-004767,2026-06-04 20:43:57,2026-06-05 00:52:48,4.15,0.73,4.88,11732.4,TYR-28,CMMS-SIM
F-002308,2026-07-10 01:30:00,20260710,JD-005,CMP-HYD,Hose burst,WO-004779,2026-07-10 03:20:30,2026-07-10 15:02:26,11.7,1.84,13.54,11759.5,HYD-72,CMMS-SIM
F-002309,2026-07-11 15:30:00,20260711,JD-005,CMP-TYR,Track tension failure,WO-004780,2026-07-11 18:12:54,2026-07-11 22:57:39,4.75,2.72,7.46,11848.6,TYR-46,CMMS-SIM
F-002310,2026-07-14 00:00:00,20260714,JD-005,CMP-ELE,Starter fault,WO-004783,2026-07-14 02:01:30,2026-07-14 10:19:38,8.3,2.03,10.33,11893.0,ELE-61,CMMS-SIM
F-002311,2026-07-19 17:00:00,20260719,JD-005,CMP-ENG,Cooling issue,WO-004786,2026-07-19 21:19:21,2026-07-19 22:51:05,1.53,4.32,5.85,11939.4,ENG-26,CMMS-SIM
F-002312,2026-08-05 07:30:00,20260805,JD-005,CMP-HYD,Boom cylinder seal leak,WO-004794,2026-08-05 09:20:11,2026-08-05 16:15:53,6.93,1.84,8.76,11975.6,HYD-98,CMMS-SIM
F-002313,2026-08-09 14:30:00,20260809,JD-005,CMP-ELE,Starter fault,WO-004798,2026-08-09 15:49:57,2026-08-09 18:29:50,2.66,1.33,4.0,12037.3,ELE-29,CMMS-SIM
F-002314,2026-08-11 07:00:00,20260811,JD-005,CMP-HYD,Valve block leak,WO-004799,2026-08-11 08:56:01,2026-08-11 13:43:34,4.79,1.93,6.73,12050.7,HYD-21,CMMS-SIM
F-002315,2026-08-22 12:30:00,20260822,JD-005,CMP-HYD,Main pump failure,WO-004801,2026-08-22 14:04:16,2026-08-23 04:20:06,14.26,1.57,15.84,12063.2,HYD-47,CMMS-SIM
F-002316,2026-08-29 10:00:00,20260829,JD-005,CMP-HYD,Valve block leak,WO-004804,2026-08-29 11:52:10,2026-08-29 14:05:37,2.22,1.87,4.09,12113.7,HYD-18,CMMS-SIM
F-002317,2026-09-11 20:00:00,20260911,JD-005,CMP-TYR,Sidewall damage,WO-004805,2026-09-11 22:21:35,2026-09-12 00:20:24,1.98,2.36,4.34,12196.5,TYR-70,CMMS-SIM
F-002318,2026-09-18 04:30:00,20260918,JD-005,CMP-HYD,Valve block leak,WO-004807,2026-09-18 04:57:56,2026-09-18 10:36:52,5.65,0.47,6.11,12269.2,HYD-69,CMMS-SIM
F-002319,2025-10-05 05:30:00,20251005,JD-006,CMP-HYD,Boom cylinder seal leak,WO-004809,2025-10-05 06:10:30,2025-10-05 08:49:26,2.65,0.68,3.32,8059.6,HYD-32,CMMS-SIM
F-002320,2025-10-06 20:30:00,20251006,JD-006,CMP-ELE,Sensor failure,WO-004811,2025-10-06 22:25:58,2025-10-07 06:28:12,8.04,1.93,9.97,8107.6,ELE-91,CMMS-SIM
F-002321,2025-10-11 18:00:00,20251011,JD-006,CMP-OTH,Other mechanical fault,WO-004812,2025-10-11 18:05:49,2025-10-11 22:12:41,4.11,0.1,4.21,8181.0,OTH-21,CMMS-SIM
F-002322,2025-10-12 11:00:00,20251012,JD-006,CMP-TYR,Track tension failure,WO-004813,2025-10-12 12:27:33,2025-10-12 17:12:54,4.76,1.46,6.22,8229.1,TYR-80,CMMS-SIM
F-002323,2025-10-12 20:30:00,20251012,JD-006,CMP-HYD,Hose burst,WO-004814,2025-10-13 01:30:38,2025-10-13 05:46:56,4.27,5.01,9.28,8280.4,HYD-82,CMMS-SIM
F-002324,2025-10-17 10:30:00,20251017,JD-006,CMP-TYR,Tyre change,WO-004817,2025-10-17 11:41:26,2025-10-17 18:57:54,7.27,1.19,8.47,8297.8,TYR-29,CMMS-SIM
F-002325,2025-10-20 01:30:00,20251020,JD-006,CMP-HYD,Boom cylinder seal leak,WO-004818,2025-10-20 04:57:09,2025-10-20 10:02:50,5.09,3.45,8.55,8363.1,HYD-73,CMMS-SIM
F-002326,2025-10-23 10:00:00,20251023,JD-006,CMP-HYD,Boom cylinder seal leak,WO-004819,2025-10-23 14:00:35,2025-10-23 18:32:49,4.54,4.01,8.55,8415.1,HYD-36,CMMS-SIM
F-002327,2025-10-26 01:30:00,20251026,JD-006,CMP-BRK,Brake wear alarm,WO-004820,2025-10-26 06:22:56,2025-10-26 12:38:39,6.26,4.88,11.14,8487.7,BRK-68,CMMS-SIM
F-002328,2025-10-27 21:00:00,20251027,JD-006,CMP-HYD,Boom cylinder seal leak,WO-004821,2025-10-27 23:03:35,2025-10-28 04:40:41,5.62,2.06,7.68,8523.5,HYD-56,CMMS-SIM
F-002329,2025-10-30 17:30:00,20251030,JD-006,CMP-ENG,Cooling issue,WO-004824,2025-10-30 20:02:23,2025-10-31 05:13:26,9.18,2.54,11.72,8585.9,ENG-70,CMMS-SIM
F-002330,2025-10-31 03:00:00,20251031,JD-006,CMP-BRK,Brake wear alarm,WO-004825,2025-10-31 04:33:59,2025-10-31 08:53:12,4.32,1.57,5.89,8640.5,BRK-69,CMMS-SIM
F-002331,2025-11-01 15:00:00,20251101,JD-006,CMP-HYD,Boom cylinder seal leak,WO-004826,2025-11-01 16:59:05,2025-11-01 20:31:04,3.53,1.98,5.52,8723.3,HYD-84,CMMS-SIM
F-002332,2025-11-10 15:30:00,20251110,JD-006,CMP-HYD,Boom cylinder seal leak,WO-004829,2025-11-10 16:08:18,2025-11-10 19:02:54,2.91,0.64,3.55,8784.6,HYD-74,CMMS-SIM
