RosterRecordID,DateKey,ShiftKey,UnitCode,CrewName,OperatorAssigned,OperatorSkillIndex,PlannedAreaID,SourceSystem
RR-0021996,20260802,DAY-B,UV-004,Day B,1,0.858,A04,Roster-SIM
RR-0021997,20260802,NIGHT-A,TR-001,Night A,1,0.731,A01,Roster-SIM
RR-0021998,20260802,NIGHT-A,TR-002,Night A,1,0.828,A01,Roster-SIM
RR-0021999,20260802,NIGHT-A,TR-003,Night A,0,0.692,A01,Roster-SIM
RR-0022000,20260802,NIGHT-A,TR-004,Night A,1,0.838,A01,Roster-SIM
RR-0022001,20260802,NIGHT-A,TR-005,Night A,1,0.749,A01,Roster-SIM
RR-0022002,20260802,NIGHT-A,TR-006,Night A,1,0.737,A01,Roster-SIM
RR-0022003,20260802,NIGHT-A,TR-007,Night A,1,0.783,A01,Roster-SIM
RR-0022004,20260802,NIGHT-A,TR-008,Night A,1,0.839,A01,Roster-SIM
RR-0022005,20260802,NIGHT-A,TR-009,Night A,1,0.937,A01,Roster-SIM
RR-0022006,20260802,NIGHT-A,TR-010,Night A,1,0.852,A01,Roster-SIM
RR-0022007,20260802,NIGHT-A,TR-011,Night A,1,0.843,A01,Roster-SIM
RR-0022008,20260802,NIGHT-A,TR-012,Night A,1,0.753,A01,Roster-SIM
RR-0022009,20260802,NIGHT-A,LH-001,Night A,1,0.718,A01,Roster-SIM
RR-0022010,20260802,NIGHT-A,LH-002,Night A,1,0.756,A01,Roster-SIM
RR-0022011,20260802,NIGHT-A,LH-003,Night A,1,0.798,A01,Roster-SIM
RR-0022012,20260802,NIGHT-A,LH-004,Night A,1,0.815,A01,Roster-SIM
RR-0022013,20260802,NIGHT-A,LH-005,Night A,1,0.706,A01,Roster-SIM
RR-0022014,20260802,NIGHT-A,LH-006,Night A,0,0.708,A01,Roster-SIM
RR-0022015,20260802,NIGHT-A,LH-007,Night A,1,0.746,A01,Roster-SIM
RR-0022016,20260802,NIGHT-A,LH-008,Night A,1,0.86,A01,Roster-SIM
RR-0022017,20260802,NIGHT-A,JD-001,Night A,1,0.769,A02,Roster-SIM
RR-0022018,20260802,NIGHT-A,JD-002,Night A,1,0.812,A02,Roster-SIM
RR-0022019,20260802,NIGHT-A,JD-003,Night A,1,0.815,A02,Roster-SIM
RR-0022020,20260802,NIGHT-A,JD-004,Night A,1,0.903,A02,Roster-SIM
RR-0022021,20260802,NIGHT-A,JD-005,Night A,0,0.787,A02,Roster-SIM
RR-0022022,20260802,NIGHT-A,JD-006,Night A,0,0.777,A02,Roster-SIM
RR-0022023,20260802,NIGHT-A,BT-001,Night A,0,0.667,A03,Roster-SIM
RR-0022024,20260802,NIGHT-A,BT-002,Night A,1,0.845,A03,Roster-SIM
RR-0022025,20260802,NIGHT-A,BT-003,Night A,1,0.865,A03,Roster-SIM
RR-0022026,20260802,NIGHT-A,BT-004,Night A,1,0.899,A03,Roster-SIM
RR-0022027,20260802,NIGHT-A,BT-005,Night A,0,0.752,A03,Roster-SIM
RR-0022028,20260802,NIGHT-A,BT-006,Night A,1,0.795,A03,Roster-SIM
RR-0022029,20260802,NIGHT-A,UV-001,Night A,1,0.804,A04,Roster-SIM
RR-0022030,20260802,NIGHT-A,UV-002,Night A,1,0.885,A04,Roster-SIM
RR-0022031,20260802,NIGHT-A,UV-003,Night A,1,0.65,A04,Roster-SIM
RR-0022032,20260802,NIGHT-A,UV-004,Night A,1,0.763,A04,Roster-SIM
RR-0022033,20260803,DAY-A,TR-001,Day A,1,0.924,A01,Roster-SIM
RR-0022034,20260803,DAY-A,TR-002,Day A,1,0.768,A01,Roster-SIM
RR-0022035,20260803,DAY-A,TR-003,Day A,1,0.873,A01,Roster-SIM
RR-0022036,20260803,DAY-A,TR-004,Day A,1,0.85,A01,Roster-SIM
RR-0022037,20260803,DAY-A,TR-005,Day A,1,1.0,A01,Roster-SIM
RR-0022038,20260803,DAY-A,TR-006,Day A,1,0.811,A01,Roster-SIM
RR-0022039,20260803,DAY-A,TR-007,Day A,1,0.878,A01,Roster-SIM
RR-0022040,20260803,DAY-A,TR-008,Day A,1,0.984,A01,Roster-SIM
RR-0022041,20260803,DAY-A,TR-009,Day A,1,0.87,A01,Roster-SIM
RR-0022042,20260803,DAY-A,TR-010,Day A,1,0.928,A01,Roster-SIM
RR-0022043,20260803,DAY-A,TR-011,Day A,1,0.852,A01,Roster-SIM
RR-0022044,20260803,DAY-A,TR-012,Day A,0,0.917,A01,Roster-SIM
RR-0022045,20260803,DAY-A,LH-001,Day A,1,0.846,A01,Roster-SIM
RR-0022046,20260803,DAY-A,LH-002,Day A,1,0.853,A01,Roster-SIM
RR-0022047,20260803,DAY-A,LH-003,Day A,1,0.841,A01,Roster-SIM
RR-0022048,20260803,DAY-A,LH-004,Day A,1,0.894,A01,Roster-SIM
RR-0022049,20260803,DAY-A,LH-005,Day A,1,0.884,A01,Roster-SIM
RR-0022050,20260803,DAY-A,LH-006,Day A,1,0.859,A01,Roster-SIM
RR-0022051,20260803,DAY-A,LH-007,Day A,1,0.751,A01,Roster-SIM
RR-0022052,20260803,DAY-A,LH-008,Day A,0,0.732,A01,Roster-SIM
RR-0022053,20260803,DAY-A,JD-001,Day A,1,0.75,A02,Roster-SIM
RR-0022054,20260803,DAY-A,JD-002,Day A,1,0.832,A02,Roster-SIM
RR-0022055,20260803,DAY-A,JD-003,Day A,1,0.845,A02,Roster-SIM
RR-0022056,20260803,DAY-A,JD-004,Day A,1,0.826,A02,Roster-SIM
RR-0022057,20260803,DAY-A,JD-005,Day A,1,0.8,A02,Roster-SIM
RR-0022058,20260803,DAY-A,JD-006,Day A,1,0.833,A02,Roster-SIM
RR-0022059,20260803,DAY-A,BT-001,Day A,1,0.91,A03,Roster-SIM
RR-0022060,20260803,DAY-A,BT-002,Day A,1,0.914,A03,Roster-SIM
RR-0022061,20260803,DAY-A,BT-003,Day A,1,0.873,A03,Roster-SIM
RR-0022062,20260803,DAY-A,BT-004,Day A,1,0.773,A03,Roster-SIM
RR-0022063,20260803,DAY-A,BT-005,Day A,1,0.959,A03,Roster-SIM
RR-0022064,20260803,DAY-A,BT-006,Day A,1,0.92,A03,Roster-SIM
RR-0022065,20260803,DAY-A,UV-001,Day A,1,0.845,A04,Roster-SIM
RR-0022066,20260803,DAY-A,UV-002,Day A,1,0.779,A04,Roster-SIM
RR-0022067,20260803,DAY-A,UV-003,Day A,1,0.829,A04,Roster-SIM
RR-0022068,20260803,DAY-A,UV-004,Day A,1,0.841,A04,Roster-SIM
RR-0022069,20260803,NIGHT-B,TR-001,Night B,1,0.883,A01,Roster-SIM
RR-0022070,20260803,NIGHT-B,TR-002,Night B,1,0.828,A01,Roster-SIM
RR-0022071,20260803,NIGHT-B,TR-003,Night B,1,0.773,A01,Roster-SIM
RR-0022072,20260803,NIGHT-B,TR-004,Night B,1,0.799,A01,Roster-SIM
RR-0022073,20260803,NIGHT-B,TR-005,Night B,1,0.794,A01,Roster-SIM
RR-0022074,20260803,NIGHT-B,TR-006,Night B,1,0.736,A01,Roster-SIM
RR-0022075,20260803,NIGHT-B,TR-007,Night B,1,0.749,A01,Roster-SIM
RR-0022076,20260803,NIGHT-B,TR-008,Night B,1,0.848,A01,Roster-SIM
RR-0022077,20260803,NIGHT-B,TR-009,Night B,0,0.899,A01,Roster-SIM
RR-0022078,20260803,NIGHT-B,TR-010,Night B,1,0.678,A01,Roster-SIM
RR-0022079,20260803,NIGHT-B,TR-011,Night B,1,0.856,A01,Roster-SIM
RR-0022080,20260803,NIGHT-B,TR-012,Night B,1,0.635,A01,Roster-SIM
RR-0022081,20260803,NIGHT-B,LH-001,Night B,1,0.892,A01,Roster-SIM
RR-0022082,20260803,NIGHT-B,LH-002,Night B,1,0.631,A01,Roster-SIM
RR-0022083,20260803,NIGHT-B,LH-003,Night B,1,0.707,A01,Roster-SIM
RR-0022084,20260803,NIGHT-B,LH-004,Night B,1,0.759,A01,Roster-SIM
RR-0022085,20260803,NIGHT-B,LH-005,Night B,1,0.676,A01,Roster-SIM
RR-0022086,20260803,NIGHT-B,LH-006,Night B,0,0.825,A01,Roster-SIM
RR-0022087,20260803,NIGHT-B,LH-007,Night B,1,0.769,A01,Roster-SIM
RR-0022088,20260803,NIGHT-B,LH-008,Night B,1,0.83,A01,Roster-SIM
RR-0022089,20260803,NIGHT-B,JD-001,Night B,1,0.762,A02,Roster-SIM
RR-0022090,20260803,NIGHT-B,JD-002,Night B,1,0.868,A02,Roster-SIM
RR-0022091,20260803,NIGHT-B,JD-003,Night B,1,0.721,A02,Roster-SIM
RR-0022092,20260803,NIGHT-B,JD-004,Night B,1,0.854,A02,Roster-SIM
RR-0022093,20260803,NIGHT-B,JD-005,Night B,1,0.624,A02,Roster-SIM
RR-0022094,20260803,NIGHT-B,JD-006,Night B,0,0.671,A02,Roster-SIM
RR-0022095,20260803,NIGHT-B,BT-001,Night B,1,0.855,A03,Roster-SIM
RR-0022096,20260803,NIGHT-B,BT-002,Night B,1,0.729,A03,Roster-SIM
RR-0022097,20260803,NIGHT-B,BT-003,Night B,1,0.761,A03,Roster-SIM
RR-0022098,20260803,NIGHT-B,BT-004,Night B,0,0.792,A03,Roster-SIM
RR-0022099,20260803,NIGHT-B,BT-005,Night B,1,0.734,A03,Roster-SIM
RR-0022100,20260803,NIGHT-B,BT-006,Night B,1,0.861,A03,Roster-SIM
RR-0022101,20260803,NIGHT-B,UV-001,Night B,1,0.689,A04,Roster-SIM
RR-0022102,20260803,NIGHT-B,UV-002,Night B,1,0.776,A04,Roster-SIM
RR-0022103,20260803,NIGHT-B,UV-003,Night B,1,0.726,A04,Roster-SIM
RR-0022104,20260803,NIGHT-B,UV-004,Night B,1,0.682,A04,Roster-SIM
RR-0022105,20260804,DAY-A,TR-001,Day A,1,0.855,A01,Roster-SIM
RR-0022106,20260804,DAY-A,TR-002,Day A,1,0.948,A01,Roster-SIM
RR-0022107,20260804,DAY-A,TR-003,Day A,1,0.856,A01,Roster-SIM
RR-0022108,20260804,DAY-A,TR-004,Day A,1,0.871,A01,Roster-SIM
RR-0022109,20260804,DAY-A,TR-005,Day A,1,0.776,A01,Roster-SIM
RR-0022110,20260804,DAY-A,TR-006,Day A,1,0.841,A01,Roster-SIM
RR-0022111,20260804,DAY-A,TR-007,Day A,1,0.792,A01,Roster-SIM
RR-0022112,20260804,DAY-A,TR-008,Day A,1,0.786,A01,Roster-SIM
RR-0022113,20260804,DAY-A,TR-009,Day A,1,0.865,A01,Roster-SIM
RR-0022114,20260804,DAY-A,TR-010,Day A,1,0.865,A01,Roster-SIM
RR-0022115,20260804,DAY-A,TR-011,Day A,1,0.803,A01,Roster-SIM
RR-0022116,20260804,DAY-A,TR-012,Day A,1,0.759,A01,Roster-SIM
RR-0022117,20260804,DAY-A,LH-001,Day A,1,0.893,A01,Roster-SIM
RR-0022118,20260804,DAY-A,LH-002,Day A,1,0.749,A01,Roster-SIM
RR-0022119,20260804,DAY-A,LH-003,Day A,1,0.839,A01,Roster-SIM
RR-0022120,20260804,DAY-A,LH-004,Day A,1,0.89,A01,Roster-SIM
RR-0022121,20260804,DAY-A,LH-005,Day A,1,0.789,A01,Roster-SIM
RR-0022122,20260804,DAY-A,LH-006,Day A,1,0.745,A01,Roster-SIM
RR-0022123,20260804,DAY-A,LH-007,Day A,1,0.797,A01,Roster-SIM
RR-0022124,20260804,DAY-A,LH-008,Day A,1,0.813,A01,Roster-SIM
RR-0022125,20260804,DAY-A,JD-001,Day A,1,0.795,A02,Roster-SIM
RR-0022126,20260804,DAY-A,JD-002,Day A,1,0.637,A02,Roster-SIM
RR-0022127,20260804,DAY-A,JD-003,Day A,1,0.802,A02,Roster-SIM
RR-0022128,20260804,DAY-A,JD-004,Day A,0,0.929,A02,Roster-SIM
RR-0022129,20260804,DAY-A,JD-005,Day A,1,0.801,A02,Roster-SIM
RR-0022130,20260804,DAY-A,JD-006,Day A,1,0.813,A02,Roster-SIM
RR-0022131,20260804,DAY-A,BT-001,Day A,1,0.707,A03,Roster-SIM
RR-0022132,20260804,DAY-A,BT-002,Day A,1,0.853,A03,Roster-SIM
RR-0022133,20260804,DAY-A,BT-003,Day A,1,0.74,A03,Roster-SIM
RR-0022134,20260804,DAY-A,BT-004,Day A,1,0.938,A03,Roster-SIM
RR-0022135,20260804,DAY-A,BT-005,Day A,1,0.785,A03,Roster-SIM
RR-0022136,20260804,DAY-A,BT-006,Day A,1,0.722,A03,Roster-SIM
RR-0022137,20260804,DAY-A,UV-001,Day A,1,0.75,A04,Roster-SIM
RR-0022138,20260804,DAY-A,UV-002,Day A,1,0.842,A04,Roster-SIM
RR-0022139,20260804,DAY-A,UV-003,Day A,1,0.966,A04,Roster-SIM
RR-0022140,20260804,DAY-A,UV-004,Day A,1,0.783,A04,Roster-SIM
RR-0022141,20260804,NIGHT-B,TR-001,Night B,1,0.745,A01,Roster-SIM
RR-0022142,20260804,NIGHT-B,TR-002,Night B,1,0.696,A01,Roster-SIM
RR-0022143,20260804,NIGHT-B,TR-003,Night B,1,0.75,A01,Roster-SIM
RR-0022144,20260804,NIGHT-B,TR-004,Night B,1,0.879,A01,Roster-SIM
RR-0022145,20260804,NIGHT-B,TR-005,Night B,1,0.711,A01,Roster-SIM
RR-0022146,20260804,NIGHT-B,TR-006,Night B,1,0.847,A01,Roster-SIM
RR-0022147,20260804,NIGHT-B,TR-007,Night B,1,0.783,A01,Roster-SIM
RR-0022148,20260804,NIGHT-B,TR-008,Night B,1,0.712,A01,Roster-SIM
RR-0022149,20260804,NIGHT-B,TR-009,Night B,1,0.929,A01,Roster-SIM
RR-0022150,20260804,NIGHT-B,TR-010,Night B,1,0.85,A01,Roster-SIM
RR-0022151,20260804,NIGHT-B,TR-011,Night B,0,0.763,A01,Roster-SIM
RR-0022152,20260804,NIGHT-B,TR-012,Night B,1,0.791,A01,Roster-SIM
RR-0022153,20260804,NIGHT-B,LH-001,Night B,1,0.877,A01,Roster-SIM
RR-0022154,20260804,NIGHT-B,LH-002,Night B,1,0.665,A01,Roster-SIM
RR-0022155,20260804,NIGHT-B,LH-003,Night B,1,0.899,A01,Roster-SIM
RR-0022156,20260804,NIGHT-B,LH-004,Night B,1,0.678,A01,Roster-SIM
RR-0022157,20260804,NIGHT-B,LH-005,Night B,1,0.744,A01,Roster-SIM
RR-0022158,20260804,NIGHT-B,LH-006,Night B,1,0.634,A01,Roster-SIM
RR-0022159,20260804,NIGHT-B,LH-007,Night B,1,0.846,A01,Roster-SIM
RR-0022160,20260804,NIGHT-B,LH-008,Night B,0,0.693,A01,Roster-SIM
RR-0022161,20260804,NIGHT-B,JD-001,Night B,1,0.712,A02,Roster-SIM
RR-0022162,20260804,NIGHT-B,JD-002,Night B,1,0.792,A02,Roster-SIM
RR-0022163,20260804,NIGHT-B,JD-003,Night B,0,0.838,A02,Roster-SIM
RR-0022164,20260804,NIGHT-B,JD-004,Night B,1,0.602,A02,Roster-SIM
RR-0022165,20260804,NIGHT-B,JD-005,Night B,0,0.735,A02,Roster-SIM
RR-0022166,20260804,NIGHT-B,JD-006,Night B,1,0.793,A02,Roster-SIM
RR-0022167,20260804,NIGHT-B,BT-001,Night B,1,0.737,A03,Roster-SIM
RR-0022168,20260804,NIGHT-B,BT-002,Night B,1,0.865,A03,Roster-SIM
RR-0022169,20260804,NIGHT-B,BT-003,Night B,1,0.875,A03,Roster-SIM
RR-0022170,20260804,NIGHT-B,BT-004,Night B,0,0.788,A03,Roster-SIM
RR-0022171,20260804,NIGHT-B,BT-005,Night B,1,0.833,A03,Roster-SIM
RR-0022172,20260804,NIGHT-B,BT-006,Night B,1,0.717,A03,Roster-SIM
RR-0022173,20260804,NIGHT-B,UV-001,Night B,1,0.747,A04,Roster-SIM
RR-0022174,20260804,NIGHT-B,UV-002,Night B,1,0.707,A04,Roster-SIM
RR-0022175,20260804,NIGHT-B,UV-003,Night B,1,0.746,A04,Roster-SIM
RR-0022176,20260804,NIGHT-B,UV-004,Night B,1,0.719,A04,Roster-SIM
RR-0022177,20260805,DAY-A,TR-001,Day A,1,0.784,A01,Roster-SIM
RR-0022178,20260805,DAY-A,TR-002,Day A,1,0.846,A01,Roster-SIM
RR-0022179,20260805,DAY-A,TR-003,Day A,1,0.851,A01,Roster-SIM
RR-0022180,20260805,DAY-A,TR-004,Day A,1,0.817,A01,Roster-SIM
RR-0022181,20260805,DAY-A,TR-005,Day A,1,0.842,A01,Roster-SIM
RR-0022182,20260805,DAY-A,TR-006,Day A,1,0.756,A01,Roster-SIM
RR-0022183,20260805,DAY-A,TR-007,Day A,1,0.714,A01,Roster-SIM
RR-0022184,20260805,DAY-A,TR-008,Day A,1,0.919,A01,Roster-SIM
RR-0022185,20260805,DAY-A,TR-009,Day A,1,0.766,A01,Roster-SIM
RR-0022186,20260805,DAY-A,TR-010,Day A,1,0.727,A01,Roster-SIM
RR-0022187,20260805,DAY-A,TR-011,Day A,1,0.762,A01,Roster-SIM
RR-0022188,20260805,DAY-A,TR-012,Day A,1,0.979,A01,Roster-SIM
RR-0022189,20260805,DAY-A,LH-001,Day A,1,0.88,A01,Roster-SIM
RR-0022190,20260805,DAY-A,LH-002,Day A,1,0.808,A01,Roster-SIM
RR-0022191,20260805,DAY-A,LH-003,Day A,1,0.796,A01,Roster-SIM
RR-0022192,20260805,DAY-A,LH-004,Day A,1,0.727,A01,Roster-SIM
RR-0022193,20260805,DAY-A,LH-005,Day A,1,0.94,A01,Roster-SIM
RR-0022194,20260805,DAY-A,LH-006,Day A,1,0.841,A01,Roster-SIM
RR-0022195,20260805,DAY-A,LH-007,Day A,1,0.835,A01,Roster-SIM
RR-0022196,20260805,DAY-A,LH-008,Day A,1,0.866,A01,Roster-SIM
RR-0022197,20260805,DAY-A,JD-001,Day A,1,0.791,A02,Roster-SIM
RR-0022198,20260805,DAY-A,JD-002,Day A,1,0.79,A02,Roster-SIM
RR-0022199,20260805,DAY-A,JD-003,Day A,1,0.744,A02,Roster-SIM
RR-0022200,20260805,DAY-A,JD-004,Day A,1,0.835,A02,Roster-SIM
RR-0022201,20260805,DAY-A,JD-005,Day A,1,0.893,A02,Roster-SIM
RR-0022202,20260805,DAY-A,JD-006,Day A,1,0.789,A02,Roster-SIM
RR-0022203,20260805,DAY-A,BT-001,Day A,1,0.795,A03,Roster-SIM
RR-0022204,20260805,DAY-A,BT-002,Day A,1,0.844,A03,Roster-SIM
RR-0022205,20260805,DAY-A,BT-003,Day A,1,0.828,A03,Roster-SIM
RR-0022206,20260805,DAY-A,BT-004,Day A,1,0.812,A03,Roster-SIM
RR-0022207,20260805,DAY-A,BT-005,Day A,1,0.807,A03,Roster-SIM
RR-0022208,20260805,DAY-A,BT-006,Day A,1,0.809,A03,Roster-SIM
RR-0022209,20260805,DAY-A,UV-001,Day A,1,0.899,A04,Roster-SIM
RR-0022210,20260805,DAY-A,UV-002,Day A,1,0.879,A04,Roster-SIM
RR-0022211,20260805,DAY-A,UV-003,Day A,1,0.842,A04,Roster-SIM
RR-0022212,20260805,DAY-A,UV-004,Day A,1,0.847,A04,Roster-SIM
RR-0022213,20260805,NIGHT-B,TR-001,Night B,0,0.764,A01,Roster-SIM
RR-0022214,20260805,NIGHT-B,TR-002,Night B,0,0.802,A01,Roster-SIM
RR-0022215,20260805,NIGHT-B,TR-003,Night B,1,0.805,A01,Roster-SIM
RR-0022216,20260805,NIGHT-B,TR-004,Night B,1,0.782,A01,Roster-SIM
RR-0022217,20260805,NIGHT-B,TR-005,Night B,1,0.84,A01,Roster-SIM
RR-0022218,20260805,NIGHT-B,TR-006,Night B,1,0.843,A01,Roster-SIM
RR-0022219,20260805,NIGHT-B,TR-007,Night B,1,0.738,A01,Roster-SIM
RR-0022220,20260805,NIGHT-B,TR-008,Night B,1,0.789,A01,Roster-SIM
RR-0022221,20260805,NIGHT-B,TR-009,Night B,1,0.781,A01,Roster-SIM
RR-0022222,20260805,NIGHT-B,TR-010,Night B,1,0.956,A01,Roster-SIM
RR-0022223,20260805,NIGHT-B,TR-011,Night B,0,0.827,A01,Roster-SIM
RR-0022224,20260805,NIGHT-B,TR-012,Night B,1,0.757,A01,Roster-SIM
RR-0022225,20260805,NIGHT-B,LH-001,Night B,0,0.739,A01,Roster-SIM
RR-0022226,20260805,NIGHT-B,LH-002,Night B,1,0.754,A01,Roster-SIM
RR-0022227,20260805,NIGHT-B,LH-003,Night B,1,0.7,A01,Roster-SIM
RR-0022228,20260805,NIGHT-B,LH-004,Night B,1,0.72,A01,Roster-SIM
RR-0022229,20260805,NIGHT-B,LH-005,Night B,1,0.644,A01,Roster-SIM
RR-0022230,20260805,NIGHT-B,LH-006,Night B,0,0.848,A01,Roster-SIM
RR-0022231,20260805,NIGHT-B,LH-007,Night B,1,0.828,A01,Roster-SIM
RR-0022232,20260805,NIGHT-B,LH-008,Night B,0,0.923,A01,Roster-SIM
RR-0022233,20260805,NIGHT-B,JD-001,Night B,1,0.674,A02,Roster-SIM
RR-0022234,20260805,NIGHT-B,JD-002,Night B,1,0.68,A02,Roster-SIM
RR-0022235,20260805,NIGHT-B,JD-003,Night B,1,0.871,A02,Roster-SIM
RR-0022236,20260805,NIGHT-B,JD-004,Night B,1,0.923,A02,Roster-SIM
RR-0022237,20260805,NIGHT-B,JD-005,Night B,1,0.769,A02,Roster-SIM
RR-0022238,20260805,NIGHT-B,JD-006,Night B,1,0.783,A02,Roster-SIM
RR-0022239,20260805,NIGHT-B,BT-001,Night B,1,0.786,A03,Roster-SIM
RR-0022240,20260805,NIGHT-B,BT-002,Night B,1,0.891,A03,Roster-SIM
RR-0022241,20260805,NIGHT-B,BT-003,Night B,1,0.811,A03,Roster-SIM
RR-0022242,20260805,NIGHT-B,BT-004,Night B,1,0.72,A03,Roster-SIM
RR-0022243,20260805,NIGHT-B,BT-005,Night B,1,0.895,A03,Roster-SIM
RR-0022244,20260805,NIGHT-B,BT-006,Night B,1,0.768,A03,Roster-SIM
RR-0022245,20260805,NIGHT-B,UV-001,Night B,1,0.709,A04,Roster-SIM
RR-0022246,20260805,NIGHT-B,UV-002,Night B,1,0.762,A04,Roster-SIM
RR-0022247,20260805,NIGHT-B,UV-003,Night B,1,0.844,A04,Roster-SIM
RR-0022248,20260805,NIGHT-B,UV-004,Night B,1,0.643,A04,Roster-SIM
RR-0022249,20260806,DAY-A,TR-001,Day A,1,0.835,A01,Roster-SIM
RR-0022250,20260806,DAY-A,TR-002,Day A,1,0.898,A01,Roster-SIM
RR-0022251,20260806,DAY-A,TR-003,Day A,1,0.818,A01,Roster-SIM
RR-0022252,20260806,DAY-A,TR-004,Day A,1,0.798,A01,Roster-SIM
RR-0022253,20260806,DAY-A,TR-005,Day A,1,0.875,A01,Roster-SIM
RR-0022254,20260806,DAY-A,TR-006,Day A,1,0.741,A01,Roster-SIM
RR-0022255,20260806,DAY-A,TR-007,Day A,1,0.746,A01,Roster-SIM
RR-0022256,20260806,DAY-A,TR-008,Day A,1,0.788,A01,Roster-SIM
RR-0022257,20260806,DAY-A,TR-009,Day A,1,0.814,A01,Roster-SIM
RR-0022258,20260806,DAY-A,TR-010,Day A,1,0.82,A01,Roster-SIM
RR-0022259,20260806,DAY-A,TR-011,Day A,1,0.916,A01,Roster-SIM
RR-0022260,20260806,DAY-A,TR-012,Day A,1,0.871,A01,Roster-SIM
RR-0022261,20260806,DAY-A,LH-001,Day A,1,0.833,A01,Roster-SIM
RR-0022262,20260806,DAY-A,LH-002,Day A,1,0.831,A01,Roster-SIM
RR-0022263,20260806,DAY-A,LH-003,Day A,1,0.791,A01,Roster-SIM
RR-0022264,20260806,DAY-A,LH-004,Day A,1,0.859,A01,Roster-SIM
RR-0022265,20260806,DAY-A,LH-005,Day A,1,0.713,A01,Roster-SIM
RR-0022266,20260806,DAY-A,LH-006,Day A,1,0.863,A01,Roster-SIM
RR-0022267,20260806,DAY-A,LH-007,Day A,0,0.707,A01,Roster-SIM
RR-0022268,20260806,DAY-A,LH-008,Day A,1,0.805,A01,Roster-SIM
RR-0022269,20260806,DAY-A,JD-001,Day A,1,0.809,A02,Roster-SIM
RR-0022270,20260806,DAY-A,JD-002,Day A,1,0.758,A02,Roster-SIM
RR-0022271,20260806,DAY-A,JD-003,Day A,1,0.777,A02,Roster-SIM
RR-0022272,20260806,DAY-A,JD-004,Day A,1,0.897,A02,Roster-SIM
RR-0022273,20260806,DAY-A,JD-005,Day A,1,0.903,A02,Roster-SIM
RR-0022274,20260806,DAY-A,JD-006,Day A,1,0.721,A02,Roster-SIM
RR-0022275,20260806,DAY-A,BT-001,Day A,1,0.761,A03,Roster-SIM
RR-0022276,20260806,DAY-A,BT-002,Day A,1,0.806,A03,Roster-SIM
RR-0022277,20260806,DAY-A,BT-003,Day A,1,0.895,A03,Roster-SIM
RR-0022278,20260806,DAY-A,BT-004,Day A,1,0.803,A03,Roster-SIM
RR-0022279,20260806,DAY-A,BT-005,Day A,1,0.844,A03,Roster-SIM
RR-0022280,20260806,DAY-A,BT-006,Day A,1,0.79,A03,Roster-SIM
RR-0022281,20260806,DAY-A,UV-001,Day A,1,0.874,A04,Roster-SIM
RR-0022282,20260806,DAY-A,UV-002,Day A,1,0.824,A04,Roster-SIM
RR-0022283,20260806,DAY-A,UV-003,Day A,1,0.899,A04,Roster-SIM
RR-0022284,20260806,DAY-A,UV-004,Day A,1,0.739,A04,Roster-SIM
RR-0022285,20260806,NIGHT-B,TR-001,Night B,1,0.712,A01,Roster-SIM
RR-0022286,20260806,NIGHT-B,TR-002,Night B,1,0.761,A01,Roster-SIM
RR-0022287,20260806,NIGHT-B,TR-003,Night B,0,0.813,A01,Roster-SIM
RR-0022288,20260806,NIGHT-B,TR-004,Night B,1,0.85,A01,Roster-SIM
RR-0022289,20260806,NIGHT-B,TR-005,Night B,1,0.831,A01,Roster-SIM
RR-0022290,20260806,NIGHT-B,TR-006,Night B,1,0.826,A01,Roster-SIM
RR-0022291,20260806,NIGHT-B,TR-007,Night B,1,0.8,A01,Roster-SIM
RR-0022292,20260806,NIGHT-B,TR-008,Night B,1,0.564,A01,Roster-SIM
RR-0022293,20260806,NIGHT-B,TR-009,Night B,1,0.787,A01,Roster-SIM
RR-0022294,20260806,NIGHT-B,TR-010,Night B,1,0.749,A01,Roster-SIM
RR-0022295,20260806,NIGHT-B,TR-011,Night B,1,0.864,A01,Roster-SIM
RR-0022296,20260806,NIGHT-B,TR-012,Night B,1,0.829,A01,Roster-SIM
RR-0022297,20260806,NIGHT-B,LH-001,Night B,1,0.833,A01,Roster-SIM
RR-0022298,20260806,NIGHT-B,LH-002,Night B,1,0.784,A01,Roster-SIM
RR-0022299,20260806,NIGHT-B,LH-003,Night B,1,0.763,A01,Roster-SIM
RR-0022300,20260806,NIGHT-B,LH-004,Night B,1,0.888,A01,Roster-SIM
RR-0022301,20260806,NIGHT-B,LH-005,Night B,1,0.834,A01,Roster-SIM
RR-0022302,20260806,NIGHT-B,LH-006,Night B,0,0.636,A01,Roster-SIM
RR-0022303,20260806,NIGHT-B,LH-007,Night B,1,0.752,A01,Roster-SIM
RR-0022304,20260806,NIGHT-B,LH-008,Night B,1,0.803,A01,Roster-SIM
RR-0022305,20260806,NIGHT-B,JD-001,Night B,1,0.842,A02,Roster-SIM
RR-0022306,20260806,NIGHT-B,JD-002,Night B,1,0.932,A02,Roster-SIM
RR-0022307,20260806,NIGHT-B,JD-003,Night B,1,0.745,A02,Roster-SIM
RR-0022308,20260806,NIGHT-B,JD-004,Night B,0,0.873,A02,Roster-SIM
RR-0022309,20260806,NIGHT-B,JD-005,Night B,1,0.759,A02,Roster-SIM
RR-0022310,20260806,NIGHT-B,JD-006,Night B,1,0.831,A02,Roster-SIM
RR-0022311,20260806,NIGHT-B,BT-001,Night B,1,0.773,A03,Roster-SIM
